0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
price: 3000,year make model: 2006 Ford Fusion,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 110000,paint color: red,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-01 14;09,city:danville,lat:36.415100,long:-79.194200,,
price: 41000,year make model: 2018 Tesla Model 3 Long Range AWD,condition: excellent,cylinders: other,drive: 4wd,fuel: electric,odometer: 51443,paint color: white,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-01 14;04,city:danville,lat:36.805300,long:-78.455300,
price: 3500,year make model: 1988 ford f-150,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 139000,paint color: red,size: full-size,title status: clean,transmission: manual,type: truck,date time: 2022-11-30 13;53,city:danville,lat:36.590500,long:-79.428600,
price: 4000,year make model: 2010 ford edge sel,fuel: gas,odometer: 182000,title status: clean,transmission: automatic,date time: 2022-11-29 09;25,city:danville,lat:36.621800,long:-79.412400,,,,,,,
price: 2500,year make model: 2003 ford f150 xl,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 300000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-27 08;58,city:easternshore,lat:38.347500,long:-75.186600,
price: 3200,year make model: 2000 ford econoline cargo van,condition: fair,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 150200,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-27 08;40,city:easternshore,lat:38.323400,long:-75.616800,
price: 18000,year make model: 2014 chevrolet express 2500,VIN: 1GCWGFCA8E1184585,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 140000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-26 09;32,city:easternshore,lat:38.350800,long:-75.533800
price: 9300,year make model: 2011 mercedes benz e350,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 129000,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-26 00;01,city:easternshore,lat:38.564300,long:-76.087400,
price: 12000,year make model: 1983 gmc sierra,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 208000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-24 17;21,city:easternshore,lat:37.929900,long:-75.362400,
price: 7500,year make model: 2004 chevrolet silverado 1500,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 235000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-24 17;03,city:easternshore,lat:37.929900,long:-75.362400,
price: 10000,year make model: 2010 lincoln Towncar,condition: excellent,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 58500,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-24 15;42,city:easternshore,lat:38.391436,long:-75.311240,,
price: 3500,year make model: 1998 dodge ram 1500,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 289000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-23 15;42,city:easternshore,lat:38.342600,long:-75.165900,
price: 2000,year make model: 2013 toyota prius,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 230000,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-23 15;14,city:easternshore,lat:38.961600,long:-75.805900,
price: 3500,year make model: 1998 dodge ram 1500,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 289000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-23 12;09,city:easternshore,lat:38.342600,long:-75.165900,
price: 13900,year make model: 2006 Ford E-150,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 110777,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-22 16;31,city:easternshore,lat:38.550985,long:-75.946255,
price: 1500,year make model: 1997 GMC K1500 Z71,condition: salvage,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 262300,paint color: green,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-22 15;00,city:easternshore,lat:38.714700,long:-75.775400,
price: 11795,year make model: 2015 honda pilot,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 178917,paint color: black,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-21 13;31,city:easternshore,lat:38.382400,long:-75.633600,
price: 18000,year make model: 2015 toyota rav4,condition: excellent,cylinders: 6 cylinders,fuel: gas,odometer: 100000,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-21 06;49,city:easternshore,lat:38.974944,long:-76.283569,,
price: 5600,year make model: 2013 2013 hyundai elantra gls,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 197000,title status: clean,transmission: automatic,date time: 2022-12-20 20;22,city:easternshore,lat:37.929900,long:-75.362400,,,,
price: 31500,year make model: 2013 2013 Silverado 2500 Hd crew,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 91500,paint color: white,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-20 12;20,city:easternshore,lat:38.664700,long:-76.050700,,
price: 8995,year make model: 2014 nissan versa note sv hatchback,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 97656,paint color: red,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-20 11;40,city:easternshore,lat:39.612071,long:-75.928702,
price: 2800,year make model: 2001 GMC Sonoma,condition: good,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 82000,paint color: custom,size: compact,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-20 01;55,city:easternshore,lat:38.071400,long:-75.555000,
price: 1200,year make model: 2001 chevrolet venture passenger,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 221000,paint color: red,size: mid-size,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-20 01;13,city:easternshore,lat:38.071400,long:-75.555000,
price: 33500,year make model: 1999 ford f450 super duty,condition: good,fuel: diesel,odometer: 220000,title status: clean,transmission: manual,date time: 2022-12-19 20;50,city:easternshore,lat:38.071400,long:-75.555000,,,,,,
price: 2795,year make model: 2003 Saab 9-5,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 127000,paint color: black,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-19 19;58,city:easternshore,lat:38.709816,long:-75.907238,,
price: 5600,year make model: 1979 Chevrolet Nova,VIN: 1X27D9T101508,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 57000,paint color: brown,size: mid-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-19 19;41,city:easternshore,lat:37.827300,long:-75.615600
price: 1500,year make model: 2007 BMW 530i,condition: fair,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 249000,paint color: white,title status: clean,transmission: automatic,date time: 2022-12-19 15;37,city:easternshore,lat:38.465400,long:-75.157300,,,
price: 8500,year make model: 2011 honda accord ex-l,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 246000,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-19 10;55,city:easternshore,lat:38.382400,long:-75.633600,,,
price: 8495,year make model: 2014 Nissan Versa SV,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 151412,paint color: black,size: compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-17 17;11,city:easternshore,lat:39.626400,long:-75.845800,
price: 7995,year make model: 2010 Jeep Patriot Sport,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 131109,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-17 17;05,city:easternshore,lat:39.612071,long:-75.928702,
price: 28000,year make model: 2016 dodge ram 1500,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 39000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-17 15;35,city:easternshore,lat:38.336500,long:-75.084900,
price: 54000,year make model: 1994 Dodge Viper,fuel: gas,odometer: 11700,title status: clean,transmission: manual,date time: 2022-12-16 21;57,city:easternshore,lat:38.939400,long:-76.337100,,,,,,,
price: 48000,year make model: 1969 chevy corvette convertible,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 62000,paint color: red,title status: clean,transmission: manual,type: convertible,date time: 2022-12-16 16;55,city:easternshore,lat:39.056400,long:-76.045000,,
price: 4000,year make model: 2000 ford f-250,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 180000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-16 16;33,city:easternshore,lat:39.067200,long:-75.794800,
price: 5750,year make model: 2004 mercades-benz S430,condition: good,fuel: gas,odometer: 105718,paint color: green,title status: rebuilt,transmission: automatic,date time: 2022-12-16 14;05,city:easternshore,lat:38.339086,long:-75.081518,,,,,
price: 6125,year make model: 2012 nissan altima,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 111000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-15 18;58,city:easternshore,lat:38.191900,long:-75.707200,
price: 27000,year make model: 2006 chevy silverado 2500hd,condition: good,fuel: diesel,odometer: 101000,title status: clean,transmission: automatic,date time: 2022-12-15 08;17,city:easternshore,lat:39.146000,long:-75.988000,,,,,,
price: 41500,year make model: 2018 Chevrolet 2500,fuel: diesel,odometer: 85000,title status: clean,transmission: automatic,date time: 2022-12-14 22;29,city:easternshore,lat:38.186800,long:-75.405000,,,,,,,
price: 27000,year make model: 1999 ford f350 super duty,fuel: diesel,odometer: 89000,title status: clean,transmission: automatic,date time: 2022-12-14 22;11,city:easternshore,lat:38.186800,long:-75.405000,,,,,,,
price: 31500,year make model: 2013 2013 Silverado 2500 Hd crew,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 91500,paint color: white,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-14 18;14,city:easternshore,lat:38.664700,long:-76.050700,,
price: 22900,year make model: 2006 2006 FORD F550 SD,VIN: 1FDAF57P46EB14884,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 225500,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-14 17;08,city:easternshore,lat:38.776800,long:-76.075800
price: 9995,year make model: 2011 dodge grand caravan mainstreet,condition: like new,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 132941,paint color: orange,size: compact,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-14 11;25,city:easternshore,lat:39.612071,long:-75.928702,
price: 44000,year make model: 2017 gmc 1500 sierra,condition: like new,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 23500,paint color: white,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-13 14;04,city:easternshore,lat:38.592100,long:-75.956800,,
price: 5500,year make model: 2011 nissan sentra,condition: excellent,cylinders: 4 cylinders,fuel: gas,odometer: 146000,paint color: black,size: sub-compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-13 08;02,city:easternshore,lat:38.444500,long:-75.558300,,
price: 4500,year make model: 2005 ford f250 super duty,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 260000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-12 17;21,city:easternshore,lat:39.067200,long:-75.794800,
price: 3200,year make model: 2000 ford econoline cargo van,condition: fair,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 150200,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-12 15;53,city:easternshore,lat:38.323400,long:-75.616800,
price: 3000,year make model: 1992 jeep wrangler,condition: fair,fuel: gas,odometer: 210000,title status: clean,transmission: automatic,date time: 2022-12-12 15;29,city:easternshore,lat:38.333900,long:-75.785100,,,,,,
price: 8500,year make model: 1997 ford e350 box truck,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 135000,paint color: yellow,size: full-size,title status: clean,transmission: automatic,type: other,date time: 2022-12-11 16;49,city:easternshore,lat:38.288200,long:-75.690700,
price: 11000,year make model: 2005 2005 Ford F150,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 88000,paint color: red,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-11 12;30,city:easternshore,lat:38.555379,long:-75.607150,
price: 12500,year make model: 2005 Jeep Wrangler Unlimited,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 133570,paint color: silver,title status: clean,transmission: automatic,date time: 2022-12-11 11;59,city:easternshore,lat:38.859500,long:-75.835700,,,
price: 14200,year make model: 2014 ford explorer xlt,VIN: 1FM5K8D83EGC33427,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 96000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-10 20;47,city:easternshore,lat:38.186800,long:-75.405000
price: 3900,year make model: 1999 Chevrolet C 3500,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 175000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-10 07;46,city:easternshore,lat:38.388102,long:-75.629539,
price: 3500,year make model: 2003 2003 Ford Explorer NBX,condition: fair,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 170000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-09 14;15,city:easternshore,lat:38.985833,long:-76.312408,
price: 2294,year make model: 2004 saturn ion 3,condition: fair,cylinders: 4 cylinders,fuel: gas,odometer: 270557,paint color: silver,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-09 13;20,city:easternshore,lat:38.334900,long:-76.232600,,,
price: 24999,year make model: 1976 1976 Chevrolet,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 345,paint color: black,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-07 18;51,city:easternshore,lat:38.970354,long:-76.159286,
price: 9500,year make model: 2017 VW Jetta,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 144000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 18;28,city:easternshore,lat:38.956800,long:-75.884800,
price: 6995,year make model: 2010 Kia Soul !,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 172484,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 15;24,city:easternshore,lat:39.626400,long:-75.845800,
price: 20000,year make model: 2015 Ford F150,VIN: 1FTEW1EP6FFC44192,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 156000,paint color: white,size: full-size,title status: clean,transmission: automatic,date time: 2022-12-07 11;04,city:easternshore,lat:38.784947,long:-76.065491,
price: 4500,year make model: 1960 Ford,condition: fair,fuel: gas,odometer: 100000,title status: clean,transmission: automatic,date time: 2022-12-07 06;24,city:easternshore,lat:39.146000,long:-75.988000,,,,,,
price: 11000,year make model: 2005 chevrolet silverado 1500,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 197000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-06 22;30,city:easternshore,lat:38.186800,long:-75.405000,
